ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
1266	NorthernPao	bee (Apis dorsata)	ne³¹ ̈	ne³¹̈	n e ɦ ³¹		203	n e ɦ ³¹	n e ɦ ³¹
1543	NorthernPwo	bee (Apis dorsata)	ni³⁵	ni³⁵	n i ³⁵		203	n i - ³⁵	n i ³⁵
1825	NorthernSgaw	bee (Apis dorsata)	kə¹¹nɛ³³	kə¹¹nɛ³³	k ə ¹¹ + n ɛ ³³		204 203	k ə ¹¹ + n ɛ - ³³	k ə ¹¹ + n ɛ ³³
2135	SouthernPao	bee (Apis dorsata)	ne³¹ ̈	ne³¹̈	n e ɦ ³¹		203	n e ɦ ³¹	n e ɦ ³¹
2402	SouthernPwo	bee (Apis dorsata)	ni⁵³	ni⁵³	n i ⁵³		203	n i - ⁵³	n i ⁵³
2700	SouthernSgaw	bee (Apis dorsata)	nɛ⁵⁵	nɛ⁵⁵	n ɛ ⁵⁵		203	n ɛ - ⁵⁵	n ɛ ⁵⁵
2996	WesternBwe	bee (Apis dorsata)	(gə) nɪ³³	_nɪ³³	n ɪ ³³		203	n ɪ - ³³	n ɪ ³³
19	ProtoKaren	believe	*jɨmᴮ	*jɨmᴮ	j ɨ m ¹¹		217	j ɨ m ¹¹	( j ɨ m ¹¹ )
362	Kayah	believe	ji¹¹	ji¹¹	j i ¹¹		217	j i - ¹¹	j i ¹¹
659	Kayan	believe	ɟɨ¹¹	ɟɨ¹¹	ɟ ɨ ¹¹		217	ɟ ɨ - ¹¹	ɟ ɨ ¹¹
951	Kayaw	believe	jɨ¹¹	jɨ¹¹	j ɨ ¹¹		217	j ɨ - ¹¹	j ɨ ¹¹
1267	NorthernPao	believe	jum⁵³	jum⁵³	j u m ⁵³		217	j u m ⁵³	j u m ⁵³
2136	SouthernPao	believe	jəm⁵⁵~jən⁵⁵	jəm⁵⁵	j ə m ⁵⁵		217	j ə m ⁵⁵	j ə m ⁵⁵
20	ProtoKaren	below, under, underneath	*~laɁᴰ	*~laɁᴰ	l a ʔ̚ ⁵¹		224	l a - ʔ̚ ⁵¹	( l a ʔ̚ ⁵¹ )
363	Kayah	below, under, underneath	le³³	le³³	l e ³³		224	l e - - ³³	l e ³³
660	Kayan	below, under, underneath	laɁ⁴⁵	laɁ⁴⁵	l a ʔ ⁴⁵		224	l a - ʔ ⁴⁵	l a ʔ ⁴⁵
952	Kayaw	below, under, underneath	lɔ³³	lɔ³³	l ɔ ³³		224	l ɔ - - ³³	l ɔ ³³
1268	NorthernPao	below, under, underneath	(ka³³) laɁ⁴⁵	_laɁ⁴⁵	l a ʔ ⁴⁵		224	l a - ʔ ⁴⁵	l a ʔ ⁴⁵
1544	NorthernPwo	below, under, underneath	chaɁ⁴⁵laɁ²¹	chaɁ⁴⁵laɁ²¹	cʰ a ʔ ⁴⁵ + l a ʔ ²¹		225 224	cʰ a ʔ ⁴⁵ + l a - ʔ ²¹	cʰ a ʔ ⁴⁵ + l a ʔ ²¹
1826	NorthernSgaw	below, under, underneath	phɔ³³laɁ²¹	phɔ³³laɁ²¹	pʰ ɔ ³³ + l a ʔ ²¹		226 224	pʰ ɔ ³³ + l a - ʔ ²¹	pʰ ɔ ³³ + l a ʔ ²¹
2137	SouthernPao	below, under, underneath	laɁ⁴⁵	laɁ⁴⁵	l a ʔ ⁴⁵		224	l a - ʔ ⁴⁵	l a ʔ ⁴⁵
2403	SouthernPwo	below, under, underneath	phɔ⁵³laɁ⁴⁵	phɔ⁵³laɁ⁴⁵	pʰ ɔ ⁵³ + l a ʔ ⁴⁵		226 224	pʰ ɔ ⁵³ + l a - ʔ ⁴⁵	pʰ ɔ ⁵³ + l a ʔ ⁴⁵
2701	SouthernSgaw	below, under, underneath	ka¹¹la¹¹ ̈	ka¹¹la¹¹̈	k a ¹¹ + l a ʔ ɦ ¹¹		227 224	k a ¹¹ + l a ʔ ɦ ¹¹	k a ¹¹ + l a ʔ ɦ ¹¹
2997	WesternBwe	below, under, underneath	gɔ¹¹lɛ¹¹/-lɛ¹¹	gɔ¹¹lɛ¹¹	g ɔ ¹¹ + l a ¹¹		227 224	g ɔ ¹¹ + l a - - ¹¹	g ɔ ¹¹ + l a ¹¹
2998	WesternBwe	below, under, underneath	gɔ¹¹lɛ¹¹/-lɛ¹¹	-lɛ¹¹	l a ¹¹		224	l a - - ¹¹	l a ¹¹
21	ProtoKaren	big, large	*Ɂdoᴮ	*Ɂdoᴮ	ˀd o ¹¹		242	ˀd o ¹¹	( ˀd o ¹¹ )
364	Kayah	big, large	du¹¹	du¹¹	d u ¹¹		242	d u ¹¹	d u ¹¹
661	Kayan	big, large	dau¹¹	dau¹¹	d au ¹¹		242	d au ¹¹	d au ¹¹
953	Kayaw	big, large	du¹¹	du¹¹	d u ¹¹		242	d u ¹¹	d u ¹¹
1545	NorthernPwo	big, large	du³³	du³³	d u ³³		242	d u ³³	d u ³³
1827	NorthernSgaw	big, large	do³¹῀	do³¹῀	d o ³¹		242	d o ³¹	d o ³¹
2404	SouthernPwo	big, large	du⁵⁵	du⁵⁵	d u ⁵⁵		242	d u ⁵⁵	d u ⁵⁵
2702	SouthernSgaw	big, large	du⁴⁵’	du⁴⁵’	d u ⁴⁵		242	d u ⁴⁵	d u ⁴⁵
2999	WesternBwe	big, large	do³³	do³³	ɗ o ³³		242	ɗ o ³³	ɗ o ³³
22	ProtoKaren	bird	*thoᴮ	*thoᴮ	tʰ o ¹¹		253	tʰ o ¹¹	( tʰ o ¹¹ )
365	Kayah	bird	thu¹¹	thu¹¹	tʰ u ¹¹		253	tʰ u ¹¹	tʰ u ¹¹
662	Kayan	bird	thau¹¹	thau¹¹	tʰ au ¹¹		253	tʰ au ¹¹	tʰ au ¹¹
954	Kayaw	bird	thu¹¹	thu¹¹	tʰ u ¹¹		253	tʰ u ¹¹	tʰ u ¹¹
1546	NorthernPwo	bird	thu³³	thu³³	tʰ u ³³		253	tʰ u ³³	tʰ u ³³
1828	NorthernSgaw	bird	tho³¹῀	tho³¹῀	tʰ o ³¹		253	tʰ o ³¹	tʰ o ³¹
2405	SouthernPwo	bird	thu⁵⁵	thu⁵⁵	tʰ u ⁵⁵		253	tʰ u ⁵⁵	tʰ u ⁵⁵
2703	SouthernSgaw	bird	thu⁴⁵’	thu⁴⁵’	tʰ u ⁴⁵		253	tʰ u ⁴⁵	tʰ u ⁴⁵
3000	WesternBwe	bird	tho³³	tho³³	tʰ o ³³		253	tʰ o ³³	tʰ o ³³
23	ProtoKaren	bite (v.)	*ɁɛNᴮ	*ɁɛNᴮ	ʔ ɛ ɴ ¹¹		264	ʔ ɛ ɴ ¹¹	( ʔ ɛ ɴ ¹¹ )
366	Kayah	bite (v.)	Ɂa¹¹	Ɂa¹¹	ʔ a ¹¹		264	ʔ a - ¹¹	ʔ a ¹¹
663	Kayan	bite (v.)	Ɂi¹¹	Ɂi¹¹	ʔ i ¹¹		264	ʔ i - ¹¹	ʔ i ¹¹
1269	NorthernPao	bite (v.)	Ɂɛŋ⁵⁵	Ɂɛŋ⁵⁵	ʔ ɛ ŋ ⁵⁵		264	ʔ ɛ ŋ ⁵⁵	ʔ ɛ ŋ ⁵⁵
1547	NorthernPwo	bite (v.)	Ɂãi³³	Ɂãi³³	ʔ ãi ³³		264	ʔ ãi - ³³	ʔ ãi ³³
1829	NorthernSgaw	bite (v.)	Ɂe³¹῀	Ɂe³¹῀	ʔ ẽ ³¹		264	ʔ ẽ - ³¹	ʔ ẽ ³¹
2138	SouthernPao	bite (v.)	Ɂɛm³³~Ɂɛn³³	Ɂɛm³³	ʔ ɛ m ³³		264	ʔ ɛ m ³³	ʔ ɛ m ³³
2406	SouthernPwo	bite (v.)	Ɂãi⁵⁵	Ɂãi⁵⁵	ʔ ãi ⁵⁵		264	ʔ ãi - ⁵⁵	ʔ ãi ⁵⁵
2704	SouthernSgaw	bite (v.)	Ɂi⁴⁵’	Ɂi⁴⁵’	ʔ i ⁴⁵		264	ʔ i - ⁴⁵	ʔ i ⁴⁵
24	ProtoKaren	bitter	*khaᴮ	*khaᴮ	kʰ a ¹¹		275	kʰ a ¹¹	( kʰ a ¹¹ )
367	Kayah	bitter	khe¹¹	khe¹¹	kʰ e ¹¹		275	kʰ e ¹¹	kʰ e ¹¹
664	Kayan	bitter	kha¹¹	kha¹¹	kʰ a ¹¹		275	kʰ a ¹¹	kʰ a ¹¹
955	Kayaw	bitter	kha¹¹	kha¹¹	kʰ a ¹¹		275	kʰ a ¹¹	kʰ a ¹¹
1270	NorthernPao	bitter	kha⁵⁵	kha⁵⁵	kʰ a ⁵⁵		275	kʰ a ⁵⁵	kʰ a ⁵⁵
1548	NorthernPwo	bitter	kha³³	kha³³	kʰ a ³³		275	kʰ a ³³	kʰ a ³³
1830	NorthernSgaw	bitter	kha³¹῀	kha³¹῀	kʰ a ³¹		275	kʰ a ³¹	kʰ a ³¹
2139	SouthernPao	bitter	kha³³	kha³³	kʰ a ³³		275	kʰ a ³³	kʰ a ³³
2407	SouthernPwo	bitter	kha⁵⁵	kha⁵⁵	kʰ a ⁵⁵		275	kʰ a ⁵⁵	kʰ a ⁵⁵
2705	SouthernSgaw	bitter	kha⁴⁵’	kha⁴⁵’	kʰ a ⁴⁵		275	kʰ a ⁴⁵	kʰ a ⁴⁵
3001	WesternBwe	bitter	khe³³	khe³³	kʰ ɛ ³³		275	kʰ ɛ ³³	kʰ ɛ ³³
25	ProtoKaren	blood	*swiᴮ	*swiᴮ	s w i ¹¹		288	s w i ¹¹	( s w i ¹¹ )
368	Kayah	blood	swi¹¹	swi¹¹	s w i ¹¹		288	s w i ¹¹	s w i ¹¹
665	Kayan	blood	θwi¹¹	θwi¹¹	θ w i ¹¹		288	θ w i ¹¹	θ w i ¹¹
956	Kayaw	blood	su¹¹	su¹¹	s u ¹¹		11	s u ¹¹	s u ¹¹
1271	NorthernPao	blood	swi⁵⁵	swi⁵⁵	s w i ⁵⁵		288	s w i ⁵⁵	s w i ⁵⁵
1549	NorthernPwo	blood	swi³³	swi³³	s w i ³³		288	s w i ³³	s w i ³³
1831	NorthernSgaw	blood	(ta¹¹)swi³¹῀	swi³¹῀	s w i ³¹		288	s w i ³¹	s w i ³¹
2140	SouthernPao	blood	swi³³	swi³³	s w i ³³		288	s w i ³³	s w i ³³
2408	SouthernPwo	blood	θwi⁵⁵	θwi⁵⁵	θ w i ⁵⁵		288	θ w i ⁵⁵	θ w i ⁵⁵
2706	SouthernSgaw	blood	swi⁴⁵’	swi⁴⁵’	s w i ⁴⁵		288	s w i ⁴⁵	s w i ⁴⁵
3002	WesternBwe	blood	θwi³³, θu³³	θwi³³	θ w i ³³		288	θ w i ³³	θ w i ³³
3003	WesternBwe	blood	θwi³³, θu³³	θu³³	θ u ³³		11	θ u ³³	θ u ³³
26	ProtoKaren	blow (a fire)	*Ɂuᴬ	*Ɂuᴬ	ʔ u ⁵⁵		302	ʔ u - ⁵⁵	( ʔ u ⁵⁵ )
369	Kayah	blow (a fire)	Ɂu³³	Ɂu³³	ʔ u ³³		302	ʔ u - ³³	ʔ u ³³
666	Kayan	blow (a fire)	Ɂu⁵³	Ɂu⁵³	ʔ u ⁵³		302	ʔ u - ⁵³	ʔ u ⁵³
957	Kayaw	blow (a fire)	Ɂu⁵⁵	Ɂu⁵⁵	ʔ u ⁵⁵		302	ʔ u - ⁵⁵	ʔ u ⁵⁵
1272	NorthernPao	blow (a fire)	Ɂu³¹ ̈	Ɂu³¹̈	ʔ u ɦ ³¹		302	ʔ u ɦ ³¹	ʔ u ɦ ³¹
1550	NorthernPwo	blow (a fire)	Ɂu⁵⁵	Ɂu⁵⁵	ʔ u ⁵⁵		302	ʔ u - ⁵⁵	ʔ u ⁵⁵
1832	NorthernSgaw	blow (a fire)	Ɂu³³	Ɂu³³	ʔ u ³³		302	ʔ u - ³³	ʔ u ³³
2141	SouthernPao	blow (a fire)	Ɂu³¹ ̈	Ɂu³¹̈	ʔ u ɦ ³¹		302	ʔ u ɦ ³¹	ʔ u ɦ ³¹
2409	SouthernPwo	blow (a fire)	Ɂu³¹ ̈	Ɂu³¹̈	ʔ u ɦ ³¹		302	ʔ u ɦ ³¹	ʔ u ɦ ³¹
2707	SouthernSgaw	blow (a fire)	Ɂu⁵⁵	Ɂu⁵⁵	ʔ u ⁵⁵		302	ʔ u - ⁵⁵	ʔ u ⁵⁵
3004	WesternBwe	blow (a fire)	u³³	u³³	u ³³		302	- u - ³³	u ³³
27	ProtoKaren	boar (wild~)	*thɔɁᴰmiᴬ	*thɔɁᴰmiᴬ	tʰ ɔ ʔ̚ ⁵¹ + m i ⁵⁵		315 316	tʰ ɔ ʔ̚ ⁵¹ + m i - ⁵⁵	( tʰ ɔ ʔ̚ ⁵¹ ) + ( m i ⁵⁵ )
370	Kayah	boar (wild~)	thɛ⁵⁵mi¹¹	thɛ⁵⁵mi¹¹	tʰ ɛ ⁵⁵ + m i ¹¹		315 316	tʰ ɛ - ⁵⁵ + m i - ¹¹	tʰ ɛ ⁵⁵ + m i ¹¹
667	Kayan	boar (wild~)	thauɁ⁴⁵mi³³	thauɁ⁴⁵mi³³	tʰ au ʔ ⁴⁵ + m i ³³		315 316	tʰ au ʔ ⁴⁵ + m i - ³³	tʰ au ʔ ⁴⁵ + m i ³³
958	Kayaw	boar (wild~)	tho³³mi³³	tho³³mi³³	tʰ o ³³ + m i ³³		315 316	tʰ o - ³³ + m i - ³³	tʰ o ³³ + m i ³³
1273	NorthernPao	boar (wild~)	thɔɁ²¹mi³³	thɔɁ²¹mi³³	tʰ ɔ ʔ ²¹ + m i ³³		315 316	tʰ ɔ ʔ ²¹ + m i - ³³	tʰ ɔ ʔ ²¹ + m i ³³
1551	NorthernPwo	boar (wild~)	thoɁ⁴⁵mei⁵⁵	thoɁ⁴⁵mei⁵⁵	tʰ o ʔ ⁴⁵ + m ei ⁵⁵		315 316	tʰ o ʔ ⁴⁵ + m ei - ⁵⁵	tʰ o ʔ ⁴⁵ + m ei ⁵⁵
1833	NorthernSgaw	boar (wild~)	thɔɁ⁴⁵mi³³	thɔɁ⁴⁵mi³³	tʰ ɔ ʔ ⁴⁵ + m i ³³		315 316	tʰ ɔ ʔ ⁴⁵ + m i - ³³	tʰ ɔ ʔ ⁴⁵ + m i ³³
2142	SouthernPao	boar (wild~)	thɔɁ²¹mi⁵³	thɔɁ²¹mi⁵³	tʰ ɔ ʔ ²¹ + m i ⁵³		315 316	tʰ ɔ ʔ ²¹ + m i - ⁵³	tʰ ɔ ʔ ²¹ + m i ⁵³
2410	SouthernPwo	boar (wild~)	thuɁ²¹mei³¹ ̈	thuɁ²¹mei³¹̈	tʰ u ʔ ²¹ + m ei ɦ ³¹		315 316	tʰ u ʔ ²¹ + m ei ɦ ³¹	tʰ u ʔ ²¹ + m ei ɦ ³¹
2708	SouthernSgaw	boar (wild~)	thɔɁ²¹mi³³	thɔɁ²¹mi³³	tʰ ɔ ʔ ²¹ + m i ³³		315 316	tʰ ɔ ʔ ²¹ + m i - ³³	tʰ ɔ ʔ ²¹ + m i ³³
28	ProtoKaren	boat	*klejᴬ	*klejᴬ	kʰ l ei ⁵⁵		336	kʰ l ei - ⁵⁵	( kʰ l ei ⁵⁵ )
371	Kayah	boat	klə³³	klə³³	kʰ l ə ³³		336	kʰ l ə - ³³	kʰ l ə ³³
959	Kayaw	boat	kli⁵⁵	kli⁵⁵	kʰ l i ⁵⁵		336	kʰ l i - ⁵⁵	kʰ l i ⁵⁵
1274	NorthernPao	boat	phri³¹ ̈	phri³¹̈	kʰ l i ɦ ³¹		336	kʰ l i ɦ ³¹	kʰ l i ɦ ³¹
1552	NorthernPwo	boat	khlei³⁵	khlei³⁵	kʰ l ei ³⁵		336	kʰ l ei - ³⁵	kʰ l ei ³⁵
1834	NorthernSgaw	boat	khli³³	khli³³	kʰ l i ³³		336	kʰ l i - ³³	kʰ l i ³³
2143	SouthernPao	boat	pli³¹ ̈	pli³¹̈	kʰ l i ɦ ³¹		336	kʰ l i ɦ ³¹	kʰ l i ɦ ³¹
2411	SouthernPwo	boat	khlei⁵³	khlei⁵³	kʰ l ei ⁵³		336	kʰ l ei - ⁵³	kʰ l ei ⁵³
2709	SouthernSgaw	boat	khli⁵⁵	khli⁵⁵	kʰ l i ⁵⁵		336	kʰ l i - ⁵⁵	kʰ l i ⁵⁵
3005	WesternBwe	boat	khli³³	khli³³	kʰ l i ³³		336	kʰ l i - ³³	kʰ l i ³³
29	ProtoKaren	body dirt	*khrejᴮ	*khrejᴮ	kʰ r ei ¹¹		348	kʰ r ei ¹¹	( kʰ r ei ¹¹ )
372	Kayah	body dirt	khrə¹¹	khrə¹¹	kʰ r ə ¹¹		348	kʰ r ə ¹¹	kʰ r ə ¹¹
960	Kayaw	body dirt	ci¹¹	ci¹¹	c i ¹¹		348	c - i ¹¹	c i ¹¹
1275	NorthernPao	body dirt	khri⁵⁵	khri⁵⁵	kʰ r i ⁵⁵		348	kʰ r i ⁵⁵	kʰ r i ⁵⁵
1553	NorthernPwo	body dirt	kei³³	kei³³	k ei ³³		348	k - ei ³³	k ei ³³
1835	NorthernSgaw	body dirt	xi³¹῀	xi³¹῀	x i ³¹		348	x - i ³¹	x i ³¹
2144	SouthernPao	body dirt	khri³³	khri³³	kʰ r i ³³		348	kʰ r i ³³	kʰ r i ³³
2412	SouthernPwo	body dirt	kei⁵⁵	kei⁵⁵	k ei ⁵⁵		348	k - ei ⁵⁵	k ei ⁵⁵
2710	SouthernSgaw	body dirt	xi⁴⁵’	xi⁴⁵’	x i ⁴⁵		348	x - i ⁴⁵	x i ⁴⁵
30	ProtoKaren	boil (v.)	*phrɔᴬ	*phrɔᴬ	pʰ r ɔ ⁵⁵		359	pʰ r ɔ ⁵⁵	( pʰ r ɔ ⁵⁵ )
373	Kayah	boil (v.)	pho³³	pho³³	pʰ o ³³		359	pʰ - o ³³	pʰ o ³³
668	Kayan	boil (v.)	phɔ⁵³	phɔ⁵³	pʰ ɔ ⁵³		359	pʰ - ɔ ⁵³	pʰ ɔ ⁵³
961	Kayaw	boil (v.)	pho⁵⁵	pho⁵⁵	pʰ o ⁵⁵		359	pʰ - o ⁵⁵	pʰ o ⁵⁵
1554	NorthernPwo	boil (v.)	phɔ³⁵	phɔ³⁵	pʰ ɔ ³⁵		359	pʰ - ɔ ³⁵	pʰ ɔ ³⁵
1836	NorthernSgaw	boil (v.)	khlɔ³³	khlɔ³³	kʰ l ɔ ³³		360	kʰ l ɔ ³³	kʰ l ɔ ³³
2413	SouthernPwo	boil (v.)	pho⁵³	pho⁵³	pʰ o ⁵³		359	pʰ - o ⁵³	pʰ o ⁵³
2711	SouthernSgaw	boil (v.)	phɔ⁵⁵	phɔ⁵⁵	pʰ ɔ ⁵⁵		359	pʰ - ɔ ⁵⁵	pʰ ɔ ⁵⁵
3006	WesternBwe	boil (v.)	a⁵⁵phrɔ³³	a⁵⁵phrɔ³³	a ⁵⁵ + pʰ r ɔ ³³		471 359	a ⁵⁵ + pʰ r ɔ ³³	a ⁵⁵ + pʰ r ɔ ³³
31	ProtoKaren	bone	*khrwitᴰ	*khrwitᴰ	kʰ r w i t ⁵¹		371	kʰ r w i t ⁵¹	kʰ|kʰ|kʰ|kʰ|kʰ r|r|r|r|r w|w|w|w|w i|i|i|i|i t|t|t|t|t ⁵¹|⁵¹|⁵¹|⁵¹|⁵¹
374	Kayah	bone	khrwi⁵⁵	khrwi⁵⁵	kʰ r w i ⁵⁵		371	kʰ r w i - ⁵⁵	kʰ r w i ⁵⁵
669	Kayan	bone	chwiɁ⁴⁵	chwiɁ⁴⁵	cʰ w i ʔ ⁴⁵		371	cʰ - w i ʔ ⁴⁵	cʰ w i ʔ ⁴⁵
962	Kayaw	bone	chu³³	chu³³	cʰ u ³³		371	cʰ - - u - ³³	cʰ u ³³
1276	NorthernPao	bone	chut²¹	chut²¹	cʰ u t ²¹		371	cʰ - - u t ²¹	cʰ u t ²¹
1555	NorthernPwo	bone	(ɁaɁ²¹) xei³³	_xei³³	x ei ³³		370	x ei ³³	x ei ³³
1837	NorthernSgaw	bone	xi³³	xi³³	x i ³³		370	x i ³³	x i ³³
2145	SouthernPao	bone	chə̯ ut²¹	chə̯_ut²¹	cʰ əu t ²¹		371	cʰ - - əu t ²¹	cʰ əu t ²¹
2414	SouthernPwo	bone	xwi⁵⁵	xwi⁵⁵	x w i ⁵⁵		371	x - w i - ⁵⁵	x w i ⁵⁵
2712	SouthernSgaw	bone	(ta¹¹)xi⁵⁵	xi⁵⁵	x i ⁵⁵		370	x i ⁵⁵	x i ⁵⁵
3007	WesternBwe	bone	-khwi³³	-khwi³³	kʰ w i ³³		371	kʰ - w i - ³³	kʰ w i ³³
32	ProtoKaren	braid	*srejᴮ	*srejᴮ	s r ei ¹¹		383	s r ei ¹¹	s|s|s|s|s r|r|r|r|r ei|ei|ei|ei|ei ¹¹|¹¹|¹¹|¹¹|¹¹
375	Kayah	braid	sə¹¹	sə¹¹	s ə ¹¹		383	s - ə ¹¹	s ə ¹¹
963	Kayaw	braid	si¹¹	si¹¹	s i ¹¹		383	s - i ¹¹	s i ¹¹
1277	NorthernPao	braid	si⁵⁵	si⁵⁵	s i ⁵⁵		383	s - i ⁵⁵	s i ⁵⁵
1556	NorthernPwo	braid	sei³³	sei³³	s ei ³³		383	s - ei ³³	s ei ³³
1838	NorthernSgaw	braid	si³¹῀	si³¹῀	s i ³¹		383	s - i ³¹	s i ³¹
2146	SouthernPao	braid	si³³	si³³	s i ³³		383	s - i ³³	s i ³³
2415	SouthernPwo	braid	θei⁵⁵	θei⁵⁵	θ ei ⁵⁵		383	θ - ei ⁵⁵	θ ei ⁵⁵
3008	WesternBwe	braid	θre³³	θre³³	θ r e ³³		383	θ r e ³³	θ r e ³³
33	ProtoKaren	brain	*nokᴰ	*nokᴰ	kʰ o ⁵⁵ + n o k̚ ⁵¹		17 394	kʰ o - ⁵⁵ + n o k̚ ⁵¹	kʰ|kʰ|kʰ|kʰ|kʰ o|o|o|o|o -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵ + n|n|n|n|n̥ o|o|o|o|o k̚|k̚|k̚|k̚|k̚ ⁵¹|⁵¹|⁵¹|⁵¹|⁵¹
376	Kayah	brain	(ku¹¹)nɔ³³	nɔ³³	kʰ u ¹¹ + n ɔ ³³		17 394	kʰ u - ¹¹ + n ɔ - ³³	kʰ u ¹¹ + n ɔ ³³
670	Kayan	brain	nɔɁ²¹	nɔɁ²¹	n ɔ ʔ ²¹		394	n ɔ ʔ ²¹	n ɔ ʔ ²¹
964	Kayaw	brain	(kə³³)nə³³	nə³³	kʰ u ³³ + n ə ³³		17 394	kʰ u - ³³ + n ə - ³³	kʰ u ³³ + n ə ³³
1278	NorthernPao	brain	(Ɂu⁵⁵)nok⁴⁵	nok⁴⁵	ʔ u ⁵⁵ + n o k ⁴⁵		18 394	ʔ u ⁵⁵ + n o k ⁴⁵	ʔ u ⁵⁵ + n o k ⁴⁵
1557	NorthernPwo	brain	(khu³³)nauɁ²¹	nauɁ²¹	kʰ u ⁵⁵ + n au ʔ ²¹		17 394	kʰ u - ⁵⁵ + n au ʔ ²¹	kʰ u ⁵⁵ + n au ʔ ²¹
1839	NorthernSgaw	brain	(kho³¹῀)nuɁ²¹	nuɁ²¹	kʰ o ³¹ + n u ʔ ²¹		17 394	kʰ o - ³¹ + n u ʔ ²¹	kʰ o ³¹ + n u ʔ ²¹
2147	SouthernPao	brain	(ɁaɁ²¹)nuɁ⁴⁵	nuɁ⁴⁵	ʔ a ⁵⁵ + n u ʔ ⁴⁵		18 394	ʔ a ⁵⁵ + n u ʔ ⁴⁵	ʔ a ⁵⁵ + n u ʔ ⁴⁵
2416	SouthernPwo	brain	(khu⁵⁵) nɔuɁ⁴⁵	_nɔuɁ⁴⁵	kʰ u ⁵⁵ + n ɔu ʔ ⁴⁵		17 394	kʰ u - ⁵⁵ + n ɔu ʔ ⁴⁵	kʰ u ⁵⁵ + n ɔu ʔ ⁴⁵
2713	SouthernSgaw	brain	(khu⁴⁵’)nɔ¹¹ ̈	nɔ¹¹̈	kʰ u ʔ ⁴⁵ + n ɔu ɦ ¹¹		17 394	kʰ u ʔ ⁴⁵ + n ɔu ɦ ¹¹	kʰ u ʔ ⁴⁵ + n ɔu ɦ ¹¹
3009	WesternBwe	brain	-no¹¹	-no¹¹	n o ¹¹		394	n o - ¹¹	n o ¹¹
34	ProtoKaren	bran,chaff	*pheᴬ	*pheᴬ	pʰ e ⁵⁵		408	pʰ e - ⁵⁵	( pʰ e ⁵⁵ )
377	Kayah	bran,chaff	phi³³	phi³³	pʰ i ³³		408	pʰ i - ³³	pʰ i ³³
671	Kayan	bran,chaff	phai⁵³	phai⁵³	pʰ ai ⁵³		408	pʰ ai - ⁵³	pʰ ai ⁵³
965	Kayaw	bran,chaff	phi⁵⁵	phi⁵⁵	pʰ i ⁵⁵		408	pʰ i - ⁵⁵	pʰ i ⁵⁵
1279	NorthernPao	bran,chaff	phe³¹ ̈	phe³¹̈	pʰ e ɦ ³¹		408	pʰ e ɦ ³¹	pʰ e ɦ ³¹
1558	NorthernPwo	bran,chaff	phi³⁵	phi³⁵	pʰ i ³⁵		408	pʰ i - ³⁵	pʰ i ³⁵
1840	NorthernSgaw	bran,chaff	phe³³	phe³³	pʰ e ³³		408	pʰ e - ³³	pʰ e ³³
2148	SouthernPao	bran,chaff	phe³¹ ̈	phe³¹̈	pʰ e ɦ ³¹		408	pʰ e ɦ ³¹	pʰ e ɦ ³¹
2417	SouthernPwo	bran,chaff	phi⁵³	phi⁵³	pʰ i ⁵³		408	pʰ i - ⁵³	pʰ i ⁵³
2714	SouthernSgaw	bran,chaff	phe⁵⁵	phe⁵⁵	pʰ e ⁵⁵		408	pʰ e - ⁵⁵	pʰ e ⁵⁵
35	ProtoKaren	breasts	*nuᴮ	*nuᴮ	n u ¹¹		420	n u - ¹¹	n|n|n|n|n̥ u|u|u|u|u -|-|-|-|- ¹¹|¹¹|¹¹|¹¹|¹¹
378	Kayah	breasts	(Ɂi¹¹)nu¹¹	nu¹¹	n u ¹¹		420	n u - ¹¹	n u ¹¹
672	Kayan	breasts	nu¹¹	nu¹¹	n u ¹¹		420	n u - ¹¹	n u ¹¹
966	Kayaw	breasts	nu¹¹	nu¹¹	n u ¹¹		420	n u - ¹¹	n u ¹¹
1559	NorthernPwo	breasts	nə̯ u¹¹ ̈	nə̯u¹¹̈	n u ɦ ¹¹		420	n u ɦ ¹¹	n u ɦ ¹¹
1841	NorthernSgaw	breasts	nu¹¹ ̈	nu¹¹̈	n u ɦ ¹¹		420	n u ɦ ¹¹	n u ɦ ¹¹
2418	SouthernPwo	breasts	nu³³	nu³³	n u ³³		420	n u - ³³	n u ³³
2715	SouthernSgaw	breasts	nu³¹	nu³¹	n u ³¹		420	n u - ³¹	n u ³¹
3010	WesternBwe	breasts	nu³³	nu³³	n u ³³		420	n u - ³³	n u ³³
36	ProtoKaren	broken, split, separate	*paɁᴰ	*paɁᴰ	p a ʔ̚ ⁵¹		431	p a ʔ̚ ⁵¹	p|p|p|p|p a|a|a|a|a ʔ̚|ʔ̚|ʔ̚|ʔ̚|ʔ̚ ⁵¹|⁵¹|⁵¹|⁵¹|⁵¹
379	Kayah	broken, split, separate	phe⁵⁵	phe⁵⁵	pʰ e ⁵⁵		431	pʰ e - ⁵⁵	pʰ e ⁵⁵
673	Kayan	broken, split, separate	phaɁ⁴⁵	phaɁ⁴⁵	pʰ a ʔ ⁴⁵		431	pʰ a ʔ ⁴⁵	pʰ a ʔ ⁴⁵
