ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	COGIDS
4796	Korubo	bad smell, stench	pisaβale	pisaβale	p i s a	None	262	p i s a	C V C V	262
4795	Marinawa	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i	C V C V	262
4788	Marubo	bad smell, stench	ˈpisia	ˈpisia	p i s i	None	262	p i s i	C V C V	262
4797	Matis	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i	C V C V	262
4798	Mayoruna	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i	C V C V	262
4784	ProtoPanoan	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i	C V C V	262
4790	Sharanawa	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i	C V C V	262
4786	ShipiboKonibo	bad smell, stench	pisi	pisi	p i s i	None	262	p i s i	C V C V	262
6481	Amawaka	bamboo used for making arrows	táá_I	táá_I	t a a	None	394	t a - a	C V V	394
6478	Chakobo	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6473	Kakataibo	bamboo used for making arrows	tɔɔ	tɔɔ	t ɔ ɔ	None	394	t ɔ - ɔ	C V V	394
6476	Kapanawa	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6482	Kaxinawa	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6484	Korubo	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6483	Marinawa	bamboo used for making arrows	ɸakátáwa	ɸakátáwa	t a w a	None	394	t a w a	C V C V	394
6485	Matis	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6486	Mayoruna	bamboo used for making arrows	taua	taua	t a w a	None	394	t a w a	C V C V	394
6472	ProtoPanoan	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6479	Sharanawa	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
6475	ShipiboKonibo	bamboo used for making arrows	tawa	tawa	t a w a	None	394	t a w a	C V C V	394
5692	Amawaka	bark of tree, skin	xakaa_I	xakaa_I	x a k a	None	331	x a k a -	C V C V	331
5686	Chakobo	bark of tree, skin	ʂakáta	ʂakáta	ʂ a k a t	None	331	ʂ a k a t	C V C V C	331
5681	Kakataibo	bark of tree, skin	ʂaká	ʂaká	ʂ a k a	None	331	ʂ a k a -	C V C V	331
5683	Kapanawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	ʂ a k a -	C V C V	331
5690	Katukina	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	ʂ a k a -	C V C V	331
5693	Kaxinawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	ʂ a k a -	C V C V	331
5684	Marubo	bark of tree, skin	ˈiwiʃaka	ˈiwiʃaka	ʃ a k a	None	331	ʃ a k a -	C V C V	331
5691	Poyanawa	bark of tree, skin	haka	haka	h a k a	None	331	h a k a -	C V C V	331
5680	ProtoPanoan	bark of tree, skin	ʂakaCc	ʂakaCc	ʂ a k a tʳ	None	331	ʂ a k a tʳ	C V C V C	331
5689	Shanenawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	ʂ a k a -	C V C V	331
5687	Sharanawa	bark of tree, skin	ʂaka	ʂaka	ʂ a k a	None	331	ʂ a k a -	C V C V	331
5682	ShipiboKonibo	bark of tree, skin	ʂaká	ʂaká	ʂ a k a	None	331	ʂ a k a -	C V C V	331
6119	Marinawa	bark of tree, skin	ʂóká	ʂóká	ʂ o k a	None	365	ʂ o k a	C V C V	365
2621	Chakobo	bat	kaʃi_I	kaʃi_I	k a ʃ i	None	84	k a ʃ i	C V C V	84
2614	Kakataibo	bat	kaʃa	kaʃa	k a ʃ a	None	84	k a ʃ a	C V C V	84
2620	Kapanawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i	C V C V	84
2623	Kaxarari	bat	kaʃiˈwa	kaʃiˈwa	k a ʃ i	None	84	k a ʃ i	C V C V	84
2628	Kaxinawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i	C V C V	84
2629	Marinawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i	C V C V	84
2613	ProtoPanoan	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i	C V C V	84
2626	Shanenawa	bat	kaʂi	kaʂi	k a ʂ i	None	84	k a ʂ i	C V C V	84
2624	Sharanawa	bat	kaʂi	kaʂi	k a ʂ i	None	84	k a ʂ i	C V C V	84
2619	ShipiboKonibo	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i	C V C V	84
2630	Yawanawa	bat	kaʃi	kaʃi	k a ʃ i	None	84	k a ʃ i	C V C V	84
2852	ShipiboKonibo	bat	kõkíʃ	kõkíʃ	k o k i ʃ	None	104	k o k i ʃ	C V C V C	104
2884	Amawaka	bat	kokos_I	kokos_I	k o k o s	None	107	k o k o s -	C V C V C	107
2885	Marinawa	bat	kókoʃi	kókoʃi	k o k o ʃ i	(Ver etimologia 192	107	k o k o ʃ i	C V C V C V	107
2883	ProtoPanoan	bat	koko[ʃs]i	koko[ʃs]i	k o k o ʃ i	None	107	k o k o ʃ i	C V C V C V	107
2291	Amawaka	beard	kɨni	kɨni	k ɨ n i	II	62	k ɨ n i	C V C V	62
2285	Chakobo	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i	C V C V	62
2281	Kakataibo	beard	kwɨni	kwɨni	kʷ ɨ n i	None	62	kʷ ɨ n i	C V C V	62
2283	Kapanawa	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i	C V C V	62
2290	Katukina	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i	C V C V	62
2292	Kaxinawa	beard	kui	kui	kʷ i	None	62	kʷ i - -	C V	62
2284	Marubo	beard	ˈkɨni	ˈkɨni	k ɨ n i	None	62	k ɨ n i	C V C V	62
2296	Matis	beard	kuini	kuini	kʷ i n i	None	62	kʷ i n i	C V C V	62
2280	ProtoPanoan	beard	kwɨ[n]i	kwɨ[n]i	kʷ ɨ rⁿ i	None	62	kʷ ɨ rⁿ i	C V C V	62
2282	ShipiboKonibo	beard	kɨni	kɨni	k ɨ n i	None	62	k ɨ n i	C V C V	62
2354	Chaninawa	beard	kɨʃdi	kɨʃdi	k ɨ ʃ d i	None	66	k ɨ ʃ d i	C V C C V	66
2359	Kaxinawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i	C V C C V	66
2360	Marinawa	beard	kɨ́ʂní	kɨ́ʂní	k ɨ ʂ n i	None	66	k ɨ ʂ n i	C V C C V	66
2362	Mayoruna	beard	kuiʃbu	kuiʃbu	kʷ i ʃ b u	None	66	kʷ i ʃ b u	C V C C V	66
2358	Poyanawa	beard	kũhdi	kũhdi	k u h d i	None	66	k u h d i	C V C C V	66
2351	ProtoPanoan	beard	kwɨʂ[n]i	kwɨʂ[n]i	kʷ ɨ ʂ rⁿ i	None	66	kʷ ɨ ʂ rⁿ i	C V C C V	66
2356	Sharanawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i	C V C C V	66
2352	ShipiboKonibo	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i	C V C C V	66
2361	Yawanawa	beard	kɨʂni	kɨʂni	k ɨ ʂ n i	None	66	k ɨ ʂ n i	C V C C V	66
1579	Amawaka	bee wax	wowí_I	wowí_I	w o i	None	4	w o i -	C V V	4
1576	Chakobo	bee wax	βoítʃo	βoítʃo	β o i	None	4	β o i -	C V V	4
1573	Kakataibo	bee wax	βoí	βoí	β o i	None	4	β o i -	C V V	4
1575	Kapanawa	bee wax	βoí	βoí	β o i	None	4	β o i -	C V V	4
1582	Katukina	bee wax	βui-ʃuma	βui-ʃuma	β u i	None	4	β u i -	C V V	4
1581	Kaxinawa	bee wax	bui	bui	b u i	None	4	b u i -	C V V	4
1580	Marinawa	bee wax	ɸói	ɸói	ɸ o i	None	4	ɸ o i -	C V V	4
1584	Mayoruna	bee wax	buˈid	buˈid	b u i d	None	4	b u i d	C V V C	4
1572	ProtoPanoan	bee wax	βoi[Cc]	βoi[Cc]	β o i tʳ	None	4	β o i tʳ	C V V C	4
1583	Yawanawa	bee wax	mui_ʃuma	mui_ʃuma	m u i	None	4	m u i -	C V V	4
3747	Amawaka	below, under	nãmã	nãmã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3741	Chakobo	below, under	nama	nama	n a m a	None	179	n a m a -	C V C V	179
3735	Kakataibo	below, under	namã	namã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3738	Kapanawa	below, under	namán	namán	n a m a n	None	179	n a m a n	C V C V C	179
3748	Kaxinawa	below, under	namã	namã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3749	Marinawa	below, under	nãmã	nãmã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3739	Marubo	below, under	-namã	-namã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3734	ProtoPanoan	below, under	nama	nama	n a m a	None	179	n a m a -	C V C V	179
3746	Shanenawa	below, under	naman	naman	n a m a n	None	179	n a m a n	C V C V C	179
3745	Sharanawa	below, under	naman	naman	n a m a n	None	179	n a m a n	C V C V C	179
3737	ShipiboKonibo	below, under	namã	namã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3744	Yaminawa	below, under	namã	namã	n a m a ∼	None	179	n a m a ∼	C V C V C	179
3750	Yawanawa	below, under	nɨmɨri	nɨmɨri	n ɨ m ɨ	None	179	n ɨ m ɨ -	C V C V	179
6020	Amawaka	benefactive	xõ	xõ	x o ∼	None	357	x o ∼	C V C	357
6010	Kakataibo	benefactive	-ʂõ	-ʂõ	ʂ o ∼	None	357	ʂ o ∼	C V C	357
6012	Kapanawa	benefactive	-ʂon	-ʂon	ʂ o n	None	357	ʂ o n	C V C	357
6018	Katukina	benefactive	-ʂũ	-ʂũ	ʂ u ∼	None	357	ʂ u ∼	C V C	357
6021	Kaxinawa	benefactive	-ʂu	-ʂu	ʂ u	None	357	ʂ u -	C V	357
6024	Korubo	benefactive	-ʃun	-ʃun	ʃ u n	None	357	ʃ u n	C V C	357
6022	Marinawa	benefactive	-ʂõ	-ʂõ	ʂ o ∼	None	357	ʂ o ∼	C V C	357
6013	Marubo	benefactive	ʂo	ʂo	ʂ o	None	357	ʂ o -	C V	357
6025	Matis	benefactive	-ʂun	-ʂun	ʂ u n	None	357	ʂ u n	C V C	357
6009	ProtoPanoan	benefactive	-ʂo[n]	-ʂo[n]	ʂ o rⁿ	None	357	ʂ o rⁿ	C V C	357
6016	Shanenawa	benefactive	-ʂun	-ʂun	ʂ u n	None	357	ʂ u n	C V C	357
6015	Sharanawa	benefactive	-ʂon-	-ʂon-	ʂ o n	None	357	ʂ o n	C V C	357
6011	ShipiboKonibo	benefactive	-ʂõ	-ʂõ	ʂ o ∼	None	357	ʂ o ∼	C V C	357
6014	Yaminawa	benefactive	ʂon	ʂon	ʂ o n	None	357	ʂ o n	C V C	357
6023	Yawanawa	benefactive	-ʃun	-ʃun	ʃ u n	None	357	ʃ u n	C V C	357
55	Chakobo	big	ʔani_hɨnɨ	ʔani_hɨnɨ	ʔ a n i	None	336	ʔ a n i	C V C V	336
52	Kapanawa	big	ʔani	ʔani	ʔ a n i	None	336	ʔ a n i	C V C V	336
61	Katukina	big	ani-pa	ani-pa	a n i	None	336	- a n i	V C V	336
57	Kaxarari	big	lakiɦaˈi	lakiɦaˈi	ɦ a i	None	336	ɦ a - i	C V V	336
63	Kaxinawa	big	anibu	anibu	a n i	None	336	- a n i	V C V	336
54	Marubo	big	ˈɐ̃ni-	ˈɐ̃ni-	a n i	None	336	- a n i	V C V	336
66	Mayoruna	big	ania	ania	a n i	None	336	- a n i	V C V	336
62	Poyanawa	big	ãdiβu	ãdiβu	a d i	None	336	- a d i	V C V	336
49	ProtoPanoan	big	ʔani	ʔani	ʔ a n i	None	336	ʔ a n i	C V C V	336
60	Shanenawa	big	anihu	anihu	a n i	None	336	- a n i	V C V	336
58	Sharanawa	big	aniɸo	aniɸo	a n i	None	336	- a n i	V C V	336
51	ShipiboKonibo	big	ʔani	ʔani	ʔ a n i	None	336	ʔ a n i	C V C V	336
199	Amawaka	big	-ʔa	-ʔa	ʔ a	None	24	ʔ - - a	C V	24
193	Chakobo	big	haʔɨwa	haʔɨwa	ʔ ɨ w a	None	24	ʔ ɨ w a	C V C V	24
195	Chaninawa	big	ɨwapa	ɨwapa	ɨ w a	None	24	- ɨ w a	V C V	24
183	Kakataibo	big	ʔĩɔ	ʔĩɔ	ʔ i ɔ	None	24	ʔ i - ɔ	C V V	24
186	Kapanawa	big	aʔwan	aʔwan	ʔ w a	None	24	ʔ - w a	C C V	24
201	Kaxinawa	big	ɨwa	ɨwa	ɨ w a	None	24	- ɨ w a	V C V	24
203	Marinawa	big	ɨwápá	ɨwápá	ɨ w a	None	24	- ɨ w a	V C V	24
190	Marubo	big	kapɨtɨ-wã	kapɨtɨ-wã	ɨ w a	None	24	- ɨ w a	V C V	24
182	ProtoPanoan	big	ʔɨwa	ʔɨwa	ʔ ɨ w a	None	24	ʔ ɨ w a	C V C V	24
197	Shanenawa	big	ɨwa-pa	ɨwa-pa	ɨ w a	None	24	- ɨ w a	V C V	24
196	Sharanawa	big	ɨwapa	ɨwapa	ɨ w a	None	24	- ɨ w a	V C V	24
185	ShipiboKonibo	big	ʔɨwa	ʔɨwa	ʔ ɨ w a	None	24	ʔ ɨ w a	C V C V	24
194	Yaminawa	big	ɨɸa-pa_ɨɸa-panã	ɨɸa-pa_ɨɸa-panã	ɨ ɸ a	None	24	- ɨ ɸ a	V C V	24
204	Yawanawa	big	iua-pa	iua-pa	i w a	None	24	- i w a	V C V	24
6706	Amawaka	big	waka	waka	w a k a	II	412	w a k a	C V C V	412
4118	Korubo	big	nua	nua	n u a	None	209	n u a	C V V	209
6656	Kakataibo	black	tonã́	tonã́	t o n a ∼	None	408	t o n a ∼	C V C V C	408
6935	Chakobo	black	wiso	wiso	w i s o	None	435	w i s o	C V C V	435
6937	Chaninawa	black	ɸiso	ɸiso	ɸ i s o	None	435	ɸ i s o	C V C V	435
6934	Kapanawa	black	wiso	wiso	w i s o	None	435	w i s o	C V C V	435
6939	Marinawa	black	ɸisso	ɸisso	ɸ i s o	None	435	ɸ i s o	C V C V	435
6940	Matis	black	wisu	wisu	w i s u	None	435	w i s u	C V C V	435
6930	ProtoPanoan	black	wiso	wiso	w i s o	None	435	w i s o	C V C V	435
6938	Sharanawa	black	ɸiso	ɸiso	ɸ i s o	None	435	ɸ i s o	C V C V	435
6933	ShipiboKonibo	black	wiso	wiso	w i s o	None	435	w i s o	C V C V	435
6936	Yaminawa	black	ɸiso	ɸiso	ɸ i s o	None	435	ɸ i s o	C V C V	435
431	Amawaka	black monkey	ʔíso	ʔíso	ʔ i s o	None	171	ʔ i s o	C V C V	171
423	Chakobo	black monkey	ʔiso	ʔiso	ʔ i s o	None	171	ʔ i s o	C V C V	171
425	Chaninawa	black monkey	iso	iso	i s o	None	171	- i s o	V C V	171
421	Kapanawa	black monkey	ʔiso	ʔiso	ʔ i s o	None	171	ʔ i s o	C V C V	171
429	Katukina	black monkey	isu	isu	i s u	None	171	- i s u	V C V	171
433	Kaxinawa	black monkey	isu	isu	i s u	None	171	- i s u	V C V	171
436	Korubo	black monkey	iʃo	iʃo	i ʃ o	None	171	- i ʃ o	V C V	171
434	Marinawa	black monkey	ísó	ísó	i s o	None	171	- i s o	V C V	171
422	Marubo	black monkey	ʔīsɞ̆	ʔīsɞ̆	ʔ i s o	None	171	ʔ i s o	C V C V	171
430	Poyanawa	black monkey	isu	isu	i s u	None	171	- i s u	V C V	171
419	ProtoPanoan	black monkey	ʔiso	ʔiso	ʔ i s o	None	171	ʔ i s o	C V C V	171
427	Shanenawa	black monkey	istuku	istuku	i s u	None	171	- i s u	V C V	171
426	Sharanawa	black monkey	iso	iso	i s o	None	171	- i s o	V C V	171
420	ShipiboKonibo	black monkey	ʔiso	ʔiso	ʔ i s o	None	171	ʔ i s o	C V C V	171
424	Yaminawa	black monkey	iso	iso	i s o	None	171	- i s o	V C V	171
435	Yawanawa	black monkey	isu	isu	i s u	None	171	- i s u	V C V	171
2094	Amawaka	blood	himi_I	himi_I	h i m i	None	47	h i m i	C V C V	47
2085	Chakobo	blood	himi	himi	h i m i	None	47	h i m i	C V C V	47
2088	Chaninawa	blood	ibi	ibi	i b i	None	47	- i b i	V C V	47
2081	Kakataibo	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2083	Kapanawa	blood	himi	himi	h i m i	None	47	h i m i	C V C V	47
2092	Katukina	blood	himi	himi	h i m i	None	47	h i m i	C V C V	47
2086	Kaxarari	blood	hiˈmi	hiˈmi	h i m i	None	47	h i m i	C V C V	47
2095	Kaxinawa	blood	himi	himi	h i m i	None	47	h i m i	C V C V	47
2098	Korubo	blood	inta	inta	i n	None	47	- i n -	V C	47
2096	Marinawa	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2084	Marubo	blood	ˈĩmbi	ˈĩmbi	i m.b i	None	47	- i m.b i	V C V	47
2099	Matis	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2100	Mayoruna	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2093	Poyanawa	blood	ĩbi	ĩbi	i ∼.b i	None	47	- i ∼.b i	V C V	47
2080	ProtoPanoan	blood	himi	himi	h i m i	None	47	h i m i	C V C V	47
2091	Shanenawa	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2089	Sharanawa	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2082	ShipiboKonibo	blood	himi	himi	h i m i	None	47	h i m i	C V C V	47
2087	Yaminawa	blood	im-	im-	i m	None	47	- i m -	V C	47
2097	Yawanawa	blood	imi	imi	i m i	None	47	- i m i	V C V	47
2510	Korubo	blowgun	kano	kano	k a n o	None	77	k a n o	C V C V	77
6504	Amawaka	blowgun	tɨpi	tɨpi	t ɨ p i	II	396	t ɨ p i	C V C V	396
6505	Kaxinawa	blowgun	tɨpi	tɨpi	t ɨ p i	None	396	t ɨ p i	C V C V	396
6506	Marinawa	blowgun	tipi	tipi	t i p i	None	396	t i p i	C V C V	396
6501	Marubo	blowgun	ˈmuka_təˈpi	ˈmuka_təˈpi	t ə p i	None	396	t ə p i	C V C V	396
6499	ProtoPanoan	blowgun	tɨpi	tɨpi	t ɨ p i	None	396	t ɨ p i	C V C V	396
6502	Sharanawa	blowgun	tipi	tipi	t i p i	None	396	t i p i	C V C V	396
6500	ShipiboKonibo	blowgun	tɨpi	tɨpi	t ɨ p i	None	396	t ɨ p i	C V C V	396
5159	Amawaka	body hair	raní_I	raní_I	r a n i	None	290	r a n i	C V C V	290
5155	Chakobo	body hair	rani	rani	r a n i	None	290	r a n i	C V C V	290
5151	Kakataibo	body hair	rani	rani	r a n i	None	290	r a n i	C V C V	290
5153	Kapanawa	body hair	rani	rani	r a n i	None	290	r a n i	C V C V	290
5160	Kaxinawa	body hair	dani	dani	d a n i	None	290	d a n i	C V C V	290
5163	Korubo	body hair	ʃani	ʃani	ʃ a n i	None	290	ʃ a n i	C V C V	290
5161	Marinawa	body hair	rani	rani	r a n i	None	290	r a n i	C V C V	290
5150	ProtoPanoan	body hair	ɽani	ɽani	ɽ a n i	None	290	ɽ a n i	C V C V	290
5157	Sharanawa	body hair	rani	rani	r a n i	None	290	r a n i	C V C V	290
5152	ShipiboKonibo	body hair	rani	rani	r a n i	None	290	r a n i	C V C V	290
5737	Amawaka	bone	xaó_I	xaó_I	x a o	None	334	x a o	C V V	334
5726	Chakobo	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5730	Chaninawa	bone	ʃao	ʃao	ʃ a o	None	334	ʃ a o	C V V	334
5721	Kakataibo	bone	ʂɔɔ	ʂɔɔ	ʂ ɔ ɔ	None	334	ʂ ɔ ɔ	C V V	334
5724	Kapanawa	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5735	Katukina	bone	ʃau	ʃau	ʃ a u	None	334	ʃ a u	C V V	334
5727	Kaxarari	bone	ʂaˈhwu	ʂaˈhwu	ʂ a u	None	334	ʂ a u	C V V	334
5738	Kaxinawa	bone	ʂau	ʂau	ʂ a u	None	334	ʂ a u	C V V	334
5739	Marinawa	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5725	Marubo	bone	ʃau	ʃau	ʃ a u	None	334	ʃ a u	C V V	334
5736	Poyanawa	bone	haw	haw	h a o	None	334	h a o	C V V	334
5720	ProtoPanoan	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5734	Shanenawa	bone	ʂaw	ʂaw	ʂ a u	None	334	ʂ a u	C V V	334
5732	Sharanawa	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5723	ShipiboKonibo	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5728	Yaminawa	bone	ʂao	ʂao	ʂ a o	None	334	ʂ a o	C V V	334
5740	Yawanawa	bone	ʃau	ʃau	ʃ a u	None	334	ʃ a u	C V V	334
2506	Amawaka	bow	piyakãti	piyakãti	k a ∼	II	77	k a ∼ -	C V C	77
2498	Chakobo	bow	kanatí	kanatí	k a n a	None	77	k a n a	C V C V	77
2501	Chaninawa	bow	kati	kati	k a	None	77	k a - -	C V	77
2495	Kakataibo	bow	kãti	kãti	k a ∼	None	77	k a ∼ -	C V C	77
2505	Katukina	bow	kanti	kanti	k a n	None	77	k a n -	C V C	77
2499	Kaxarari	bow	kɐnataˈɦi	kɐnataˈɦi	k ɐ n a	None	77	k ɐ n a	C V C V	77
2507	Kaxinawa	bow	kanũ	kanũ	k a n u	None	77	k a n u	C V C V	77
2508	Marinawa	bow	kátí	kátí	k a	pía kati	77	k a - -	C V	77
2511	Mayoruna	bow	kaˈno	kaˈno	k a n o	None	77	k a n o	C V C V	77
2494	ProtoPanoan	bow	kano-	kano-	k a n o	None	77	k a n o	C V C V	77
2504	Shanenawa	bow	kanati	kanati	k a n a	None	77	k a n a	C V C V	77
2502	Sharanawa	bow	kati	kati	k a	None	77	k a - -	C V	77
2496	ShipiboKonibo	bow	kanóti	kanóti	k a n o	None	77	k a n o	C V C V	77
2500	Yaminawa	bow	kati	kati	k a	None	77	k a - -	C V	77
2509	Yawanawa	bow	piakaniti	piakaniti	k a n i	None	77	k a n i	C V C V	77
4727	Kapanawa	bow	piʔa	piʔa	p i ʔ a	(posiblemente de *pia <<flecha>> + *ʔa- <<hacer>>, juego 1	257	p i ʔ a	C V C V	257
4741	Korubo	bow	pia	pia	p i a	None	257	p i - a	C V V	257
4742	Matis	bow	pia	pia	p i a	None	257	p i - a	C V V	257
2667	Amawaka	bowl, plate	kɨt̃_ʃa_I	kɨt̃_ʃa_I	k ɨ ∼ tʃ a	None	87	k ɨ ∼ tʃ a -	C V C C V	87
2662	Kakataibo	bowl, plate	kɨ̃tʃá	kɨ̃tʃá	k ɨ ∼ tʃ a	None	87	k ɨ ∼ tʃ a -	C V C C V	87
2664	Kapanawa	bowl, plate	kɨntʃá	kɨntʃá	k ɨ n tʃ a	None	87	k ɨ n tʃ a -	C V C C V	87
2668	Kaxinawa	bowl, plate	kɨ̃tʃa	kɨ̃tʃa	k ɨ ∼ tʃ a	None	87	k ɨ ∼ tʃ a -	C V C C V	87
2669	Marinawa	bowl, plate	kɨ́tʃã	kɨ́tʃã	k ɨ tʃ a ∼	None	87	k ɨ - tʃ a ∼	C V C V C	87
2661	ProtoPanoan	bowl, plate	kɨt̃_ʃa[C]	kɨt̃_ʃa[C]	k ɨ ∼ tʃ a n	None	87	k ɨ ∼ tʃ a n	C V C C V C	87
2665	Sharanawa	bowl, plate	kɨtʃan	kɨtʃan	k ɨ tʃ a n	None	87	k ɨ - tʃ a n	C V C V C	87
2663	ShipiboKonibo	bowl, plate	kɨ̃tʃá	kɨ̃tʃá	k ɨ ∼ tʃ a	None	87	k ɨ ∼ tʃ a -	C V C C V	87
4635	Amawaka	branch of tree	paxko	paxko	p a x k o	II	250	p a x k o	C V C C V	250
4632	Kakataibo	branch of tree	paʂko	paʂko	p a ʂ k o	None	250	p a ʂ k o	C V C C V	250
4636	Kaxinawa	branch of tree	paʂku	paʂku	p a ʂ k u	None	250	p a ʂ k u	C V C C V	250
4637	Marinawa	branch of tree	páʂkó	páʂkó	p a ʂ k o	None	250	p a ʂ k o	C V C C V	250
4631	ProtoPanoan	branch of tree	paʂko	paʂko	p a ʂ k o	None	250	p a ʂ k o	C V C C V	250
4633	ShipiboKonibo	branch of tree	paʂko	paʂko	p a ʂ k o	(LORIOT; LAURIAULT; DAY, 1993, significado parece oscuro,  posiblemente <<tributario>>	250	p a ʂ k o	C V C C V	250
6818	ShipiboKonibo	branch of tree	wɨá	wɨá	w ɨ a	None	423	w ɨ a	C V V	423
6470	Amawaka	branches that hang into the river	taxa	taxa	t a x a	II	393	t a x a	C V C V	393
6469	Kapanawa	branches that hang into the river	taʂa	taʂa	t a ʂ a	None	393	t a ʂ a	C V C V	393
6471	Kaxinawa	branches that hang into the river	taxa	taxa	t a x a	None	393	t a x a	C V C V	393
6467	ProtoPanoan	branches that hang into the river	taʂa	taʂa	t a ʂ a	None	393	t a ʂ a	C V C V	393
6468	ShipiboKonibo	branches that hang into the river	taʂa	taʂa	t a ʂ a	None	393	t a ʂ a	C V C V	393
5497	Amawaka	brave	sinaa-	sinaa-	s i n a	II	316	s i n a	C V C V	316
5492	Chaninawa	brave	sidabis	sidabis	s i d a	None	316	s i d a	C V C V	316
5488	Kakataibo	brave	siná	siná	s i n a	None	316	s i n a	C V C V	316
5490	Kapanawa	brave	siná	siná	s i n a	None	316	s i n a	C V C V	316
5495	Katukina	brave	sinna	sinna	s i n.n a	None	316	s i n.n a	C V C V	316
5498	Kaxinawa	brave	sina	sina	s i n a	None	316	s i n a	C V C V	316
5491	Marubo	brave	siná	siná	s i n a	None	316	s i n a	C V C V	316
5501	Mayoruna	brave	sinan	sinan	s i n a	(Ver também a etimologia 387	316	s i n a	C V C V	316
5487	ProtoPanoan	brave	si[n]a	si[n]a	s i rⁿ a	None	316	s i rⁿ a	C V C V	316
5493	Sharanawa	brave	sinai	sinai	s i n a	None	316	s i n a	C V C V	316
5489	ShipiboKonibo	brave	siná	siná	s i n a	None	316	s i n a	C V C V	316
6179	Amawaka	breasts, milk	xoma	xoma	x o m a	II	369	x o m a	C V C V	369
6171	Chakobo	breasts, milk	ʂoma	ʂoma	ʂ o m a	None	369	ʂ o m a	C V C V	369
6173	Chaninawa	breasts, milk	ʂoma_ɸɨpon	ʂoma_ɸɨpon	ʂ o m a	None	369	ʂ o m a	C V C V	369
6167	Kakataibo	breasts, milk	ʂoma	ʂoma	ʂ o m a	None	369	ʂ o m a	C V C V	369
6169	Kapanawa	breasts, milk	ʂoma	ʂoma	ʂ o m a	None	369	ʂ o m a	C V C V	369
6177	Katukina	breasts, milk	ʃuma	ʃuma	ʃ u m a	None	369	ʃ u m a	C V C V	369
6180	Kaxinawa	breasts, milk	ʂuma	ʂuma	ʂ u m a	None	369	ʂ u m a	C V C V	369
6183	Korubo	breasts, milk	ʂuma	ʂuma	ʂ u m a	None	369	ʂ u m a	C V C V	369
6181	Marinawa	breasts, milk	ʂómá	ʂómá	ʂ o m a	None	369	ʂ o m a	C V C V	369
6184	Matis	breasts, milk	ʂuma	ʂuma	ʂ u m a	None	369	ʂ u m a	C V C V	369
